Id,Sentence,Explain,Created at,Updated at
566,"为什么要读书？举个例子，当你看到夕阳余晖，你的脑海浮现的是：“落霞与孤鹜齐飞，秋水共长天一色”，而不是：“我靠，真特妈好看，真特妈美！”
",,2019-04-18 02:50:05 UTC,2019-04-28 08:23:54 UTC
565,"你配不上你的野心，也辜负了你所受的苦难。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
564,"努力做期货的下场就是爆仓
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
563,"你全力以赴真的还不如别人随便搞搞
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
562,"我烂泥好好的摊在地上 不要你们扶
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
561,"失败乃成功之母，但往往失败都是不孕不育。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
560,"哪怕失败了九十九次，我也要努力凑个整。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
559,"不上不下的长相，不上不下的家庭，不上不下的学校，不上不下的人生。你，就是那个长相一般，成绩中游，没有特长，连同学都记不住你名字的人。没有爱情，没有钱。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
558,"努力不一定成功，但不努力一定很舒服。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
557,"有些事情做不完，就明天再做吧，万一运气好明天就死了呢是不。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
556,"丑小鸭能变成天鹅不是因为它自身做了什么，而是他父母本来就是白天鹅。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
555,"比三观更重要的是五官。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
554,"比你聪明的人比你努力，那你努力还有什么用？
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
553,"倾尽全力最后无能为力。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
552,"谢谢那些曾经击倒我的人，躺着真他妈舒服。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
551,"丑小鸭变成白天鹅，并不是它有多努力，而是它生来就是白天鹅。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
550,"别总骂恨铁不成钢，是你自己忘了，铁本来就不能成钢的啊。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
549,"你以为选择填空做的烂就无药可救了吗？你大题也做不出来，作文还跑题，听力也很差啊。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
548,"去年给自己定了目标存款3万，今年掐指一算，还差5万。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
547,"喜欢的人一定要去告白啊，不被拒绝一下你还真当自己是仙女了。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
546,"旅行不必在乎目的地，在乎的是沿途的风景。因为就你那点钱也就只够买个往返火车的硬座票了。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
545,"只要是用钱能解决的事情，我一件都解决不了。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
544,"一路上有你，苦一点也愿意，苦很多就算了吧。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
543,"30.喜欢就去表白，不然你不会知道自己长得多丑。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
542,"虽然我长得丑，但是我想得美啊。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
541,"人丑就要多读书，反正你也没别的事做了。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
540,"我这张脸只要遮住两个地方就完美了，一处是右半边脸，一处是左半边脸。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
539,"比三观更重要的是五官。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
538,"虽然我长得丑，但是买了漂亮衣服，我就可以丑的漂亮。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
537,"善良没用，你得漂亮。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
536,"想做什么就放心大胆去做，反正会后悔。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
535,"加油，你是最胖的。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
534,"一鼓作气，再而卒。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
533,"书山有路勤为径，怪你没有富贵命。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:54 UTC
532,"世上无难事，只要肯放弃。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
531,"加油，你是最差的。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
530,"好好活下去，每天都有新打击。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
529,"没有梦想，至少还可以做梦啊。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
528,"一觉醒来，是不是感觉离梦想又远了呢。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
527,"生活不止是眼前的苟且，还有明天的苟且和后天的苟且。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
526,"生活会让你苦上一阵子，等你适应之后，再让你苦上一辈子。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
525,"人生就是一个起落落落落落落落落的过程。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
524,"不经历风雨，怎么迎接暴风雨。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
523,"万事开头难，中间难，到最后都难。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
522,"人就要趁年轻的时候多出去走走，看看不同的风景，不同的文化，等转遍了世界你就会发现，原来躺在被窝里是真他妈舒服。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
521,"你全力以赴真的不如别人随便搞搞。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
520,"我每天拼了命的努力就是为了向那些看不起我的人证明他们是对的。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
519,"有时候不努力一把，你都不知道什么是绝望。
",,2019-04-18 02:50:04 UTC,2019-04-28 08:23:53 UTC
518,"天空飘来五个字:怎么都不行。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
517,"比你优秀的人还在努力，你努力还有什么用。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
516,"努力不一定成功，但是不努力一定很轻松。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
515,"只要我肯努力，没什么事情是我搞不砸的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
514,"你必须非常努力，才能相信自己真的是无能为力。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
513,"丑小鸭变成白天鹅，并不是它有多努力，而是它生来就是白天鹅。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
512,"别总骂恨铁不成钢，是你自己忘了，铁本来就不能成钢的啊。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
511,"你以为选择填空做的烂就无药可救了吗？你大题也做不出来，作文还跑题，听力也很差啊。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
510,"去年给自己定了目标存款3万，今年掐指一算，还差5万。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
509,"喜欢的人一定要去告白啊，不被拒绝一下你还真当自己是仙女了。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
508,"旅行不必在乎目的地，在乎的是沿途的风景。因为就你那点钱也就只够买个往返火车的硬座票了。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
507,"只要是用钱能解决的事情，我一件都解决不了。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
506,"一路上有你，苦一点也愿意，苦很多就算了吧。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
505,"喜欢就去表白，不然你不会知道自己长得多丑。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
504,"虽然我长得丑，但是我想得美啊。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
503,"人丑就要多读书，反正你也没别的事做了。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
502,"我这张脸只要遮住两个地方就完美了，一处是右半边脸，一处是左半边脸。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
501,"比三观更重要的是五官。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
500,"虽然我长得丑，但是买了漂亮衣服，我就可以丑的漂亮。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
499,"善良没用，你得漂亮。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
498,"想做什么就放心大胆去做，反正会后悔。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
497,"加油，你是最胖的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:53 UTC
496,"一鼓作气，再而卒。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
495,"书山有路勤为径，怪你没有富贵命。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
494,"世上无难事，只要肯放弃。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
493,"加油，你是最差的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
492,"好好活下去，每天都有新打击。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
491,"没有梦想，至少还可以做梦啊。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
490,"一觉醒来，是不是感觉离梦想又远了呢。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
489,"生活不止是眼前的苟且，还有明天的苟且和后天的苟且。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
488,"生活会让你苦上一阵子，等你适应之后，再让你苦上一辈子。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
487,"人生就是一个起落落落落落落落落的过程。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
486,"不经历风雨，怎么迎接暴风雨。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
485,"万事开头难，中间难，到最后都难。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
484,"人就要趁年轻的时候多出去走走，看看不同的风景，不同的文化，等转遍了世界你就会发现，原来躺在被窝里是真他妈舒服。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
483,"你全力以赴真的不如别人随便搞搞。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
482,"我每天拼了命的努力就是为了向那些看不起我的人证明他们是对的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
481,"有时候不努力一把，你都不知道什么是绝望。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
480,"天空飘来五个字:怎么都不行。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
479,"比你优秀的人还在努力，你努力还有什么用。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
478,"努力不一定成功，但是不努力一定很轻松。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
477,"只要我肯努力，没什么事情是我搞不砸的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
476,"你必须非常努力，才能相信自己真的是无能为力。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
475,"生活不止眼前的苟且，还有长远的凑合
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
474,"谁说你没有毅力的！单身这事你不就坚持了好几十年吗
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
473,"小时候的我们很快乐。因为小时候穷和丑没有现在那么明显
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
472,"喜欢就要说出来，不然你怎么能和女神做朋友呢
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
471,"喜欢就要说出来，万一成备胎了呢
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
470,"有些人不是赢在了起跑线上，而是直接生在了终点。。。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
469,"除了有钱人，世上还有两种人：其一是省吃俭用买奢侈品装逼的，其二是省吃俭用也买不起奢侈品的。
",,2019-04-18 02:50:03 UTC,2019-04-28 08:23:52 UTC
468,"假如今天生活欺骗了你，不要悲伤，不要哭泣，因为明天生活还会继续欺骗你。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:52 UTC
467,"不经历风雨，怎么迎接暴风雨。暴风雨之后，不仅没看到彩虹，还感冒了
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:52 UTC
466,"好人成佛需要九九八十一难，可是坏人只需要放下屠刀
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:52 UTC
465,"老板和领导很清楚哪些人能够得到晋升，对于那些不能的人，他们也会不断地鼓励和给他们希望
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:52 UTC
464,"长得好看的才叫吃货，长得不好看的那叫饭桶
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:52 UTC
463,"丑小鸭变为白天鹅，不是因为自己有多努力，而是它的父母就是白天鹅
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
462,"咸鱼，总有翻身的一天，但翻身之后还是咸鱼
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
461,"所有抱怨社会不公和制度的人，翻译过来只有一句话：请给我金钱，女人和社会地位
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
460,"别人都有背景，而你只有背影
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
459,"现在的人天天手机不离手，
要回你消息早就回了，
单身没关系，
以后单身的日子还长着呢。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
458,"你才二十多岁，
没有遇到喜欢的人很正常，
往后你会发现，大概是遇不到了。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
457,"在你深夜失眠时，人家早就呼呼大睡了，
在你孤独时，别人早已有了新欢，
在你怀旧时，别人早就将你忘的一干二净了，
所以别再因为他继续熬夜了。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
456,"不努力的女生，
会有买不完的地摊货，逛不完的菜市场。
努力的女生，你就没时间逛地摊，
因为你只能加班叫外卖、逛网店！
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
455,"喜欢一个人一定要去告白，
不被拒绝一下，
你还真以为自己是小仙女了。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
454,"你努力过后才发现，
智商的鸿沟是无法逾越的。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
453,"以前觉得靠关系的人一定是很无能，
接触过后发现人家样样比你强。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
452,"你以为他是不会表达，
其实他就是不爱你。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
451,"条条大路通罗马，
而有些人就生在罗马。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
450,"如果一个人秒回了你，
也只能说明这个人在玩手机而已。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
449,"有的人是来爱你的，
有的人就是来给你上课的。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
448,"当你失败的时候，
身边会有一群关心你的人，
他们会问你发生什么事，
听听你的失败经验， 
然后心满意足地离开。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
447,"撩你不是因为喜欢你，
而是因为看你的样子就知道你很容易睡。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
446,"谁说你没有毅力的， 
单身这事你不就坚持了好几十年吗？
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
445,"你听过的情话不都是为上床做铺垫吗？
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
444,"这段日子迷惘又黑暗，
撑过去了会有下一个黑暗等着你。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
443,"人生很多事，终究是会随着时间好起来的。
像很多人原本只是胖，久了就变好胖。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
442,"学校教学楼厕所放镜子你以为让你整理仪容？
你错了，是为了让你知道，人丑就要多读书。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
441,"长得丑就是病，
不然整形医院怎么叫医院？
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
440,"为什么总是天妒英才呢？ 
因为没人管笨蛋活多久。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
439,"上帝是公平的，
给了你丑的外表，
还会给你低的智商，
以免让你显得不协调。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
438,"善良没用，你得漂亮，还得有钱。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
437,"喜欢一个人就去表白，
万一成备胎了呢。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
436,"像我这种连名牌都不认识几个的人，
有时候连别人在炫富都感觉不到。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
435,"爱笑的女生运气不会太差。
说实话，
如果一个女生运气一直不好，
我不知道她怎么笑得出来。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
434,"你只知道人家化妆比你好看，
却不知道，她们卸了妆，
不仅比你好看，皮肤还吹弹可破。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
433,"好女孩只得到了好字，
而漂亮女孩却得到了所有。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:51 UTC
432,"虽然你单身，
但是你胖若两人。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
431,"哪有什么选择恐惧症，
还不是因为穷。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
430,"不要看别人表面上一帆风顺，
实际上，他们背地里，也是一帆风顺。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
429,"当你觉得自己又丑又穷，一无是处时，
别绝望，因为至少你的判断还是对的。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
428,"许多人说选择北上广的原因，
是发展机会好。
但他们说的发展，
实际上指的就是打工。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
427,"最怕你一生碌碌无为，
还安慰自己平凡可贵。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
426,"不要没完没了的修图。
你现实中长得丑，
我们都知道。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
425,"你无法叫醒一个不回你消息的人，
但是红包能。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
424,"男女之间一定有纯真的友谊，
因为每一个认识我的女生，
都说最多只能跟我做朋友。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
423,"有时候你不努力一下，
不知道什么叫绝望。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
422,"比一个人吃火锅更寂寞的是，
一个人没有钱吃火锅。
",,2019-04-18 02:50:02 UTC,2019-04-28 08:23:50 UTC
421,"有人出现在你的生命里，
是为了告诉你，你真好骗。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
420,"别灰心，
人生就是这样起起落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落落的。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
419,"你们之所以喝鸡汤，
是因为肉被别人吃了。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
418,"你以为有钱人很快乐吗，
他们的快乐你根本想象不到。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
417,"失败并不可怕，
可怕的是你还相信这句话。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
416,"你全力做到的最好，
可能还不如别人的随便搞搞。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
415,"你根本不是喝水都长肉的易胖体质。你是吃了炸鸡巧克力奶酪布丁奶茶可乐一转眼就全忘光了以为自己只喝了几口水的健忘体质。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
414,"努力不一定成功，但是不努力真的好舒服啊
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
413,"万事开头难，然后中间难，最后结束难。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
412,"回首往事，是不是发现自己失去了很多，遗憾吧！放心，你以后会失去得更多
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
411,"总有一天，你会遇到一个好姑娘, 她不要你的钱，不要你的房，也不要你的车，当然她也不要你
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
410,"你每天都那么努力，忍受了那么多的寂寞和痛苦, 可我也没见你有多优秀
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
409,"如果你很忙,除了你真的很重要之外，更可能的原因是:你很弱
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
408,"那些人人羡慕的精英,其实过得并不如你想象的那样好, 但是肯定比你是强得多
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
407,"假如生活欺骗了你，不要悲伤，不要哭泣，要继续努力，因为明天生活还会继续欺骗你
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
406,"条条大路通罗马，而有些人就生在罗马
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
405,"说好的接力赛，他丫的接过棒就上了跑车，你却还在说这是赛跑
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
404,"有时候，只要你下定决心做某件事，全世界都会拖你后腿。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
403,"毒鸡汤，有事儿没事儿多喝几碗。
以毒攻毒，不仅排毒养颜还延年益寿。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
402,"还以为跑去什么音乐台坐坐，喂喂鸽子，看看喷泉随着音乐的的节拍律动，看看鸽子飞来飞去，男孩儿女孩儿追着鸽子跑来跑去，你所有的不开心会跟着飞走，跑走。装什么文艺咖，别自欺欺人了。你所有的不开心还在，只是被压在心底了，时间，人物，事件一对上，所有的情愫还是会喷涌而出。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
401,"承认吧，你所有的宽容只是因为你懦弱。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
400,"如果不能随时有效的反击，所有的宽容都是因为懦弱。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:50 UTC
399,"你以为朋友会很愿意倾听你的彷徨苦闷，于是整天祥林嫂似的一遍又一遍的念叨，初时，你的苦闷还可以是你们茶余饭后的谈资，说多了，或者面带微笑，假装聆听，心里想着“还有完没完啦，就算把我当垃圾桶，我这垃圾桶也早装满了啊，”更有甚者，嘴角一撇，眼睛一抬，你自个儿就知道停了。不要怨恨，毕竟你们level不同，ta的彷徨在你看来是装逼，你的苦闷在ta看来也就因为闲的慌。真有什么事儿，自己处理好喽，没话聊的时候当个笑话聊聊就行，戚戚然的跟人没完没了地说，往别人耳朵里灌一些垃圾，除了影响了人家一天的好心情，影响你们之间“纯洁”的感情外，不会再有其他的什么。
还有，世界上根本不存在感同身受这件事。你大姨妈来了肚子疼的要死，打电话给你的朋友说“我肚子好疼”，她不会真的感同身受，也许在你肚子疼的在床上打滚的同时，在她说着你的痛苦她感同身受的同时，她正在看《开心麻花》，笑得前扑后仰，接你一通电话，她憋了半天的笑憋的难受是真的。不用难过，转换一下角色，你朋友打电话给你说她肚子好疼，而你正因为敲定了一个大客户而狂喜，挂掉朋友的电话你照样狂喜，朋友肚子疼对你的狂喜并不会有多大影响。是的，这个世界上亲人之外的别人怎么了并不会对你的的生活有多大影响，除非你们是利益相关者。别不好意思承认，你在意你的利益相关者胜过你的朋友。 你感激帮你提高业绩的人胜过感激在你苦闷时陪着你的人，毕竟前者给你带来的是哗啦啦响的票子，是必需品，而后者只是调味品，有ta生活这锅汤味道更鲜美，没ta这锅汤照样能喝。你感激某个素不相识的陌生人给你的些微善意胜过从来想着你念着你的人，前者在乌云蔽日的时候给了你一束阳光，而后者一直给你的生活带来阳光，应为一直都有，反而显得廉价了。
或者你以为你们是好朋友，一起吃饭，一起上课，一起去超市，你生日请我吃饭我送你礼物，包邮凑单永远想着你，吃饭凑单永远想着你。偶尔被有心或者无意伤到后在网上发几句鸡汤——什么人与人之间的交往自己真诚就好，别人总会懂得你的真心。这事儿就算过了，该一起干嘛还一起干嘛。以为自己是只小绵羊，其实在别人眼里你就是条哈巴狗。Come on,don't be silly，小绵羊和哈巴狗不是同一个物种，有着本质的区别好伐啦。
其次，有时你说实话，自以为满腔真诚，一颗真心天地可鉴日月可明。其实别人心里早把你大卸八块儿了，友谊的巨轮说沉就沉。 你以为就你聪明，智商二百五，别人都傻子，一个劲儿夸一破石头是璞玉。你以为就你知道那是块儿破石头不是什么璞玉是吧，你以为人家主人自己不知道啊，你以为就你这瞎子眼睛都能看出来那是块儿破石头，眼睛倍儿亮的旁人还看不出来这是什么货色吗，看破不说破，死命往好里夸，唾沫星子又不值钱，留着做什么。夸人又不是什么丢人的事儿，语言的艺术懂不懂，害什么臊。 要想保持“纯真”的感情——友情也好，爱情也罢，第一不要说真话，第二坚持不要说真话，第三打死也坚持不要说真话。如此这般，你们一定长长久久，相亲相爱，永不分离。
也有人有事儿没事儿就喜欢跟你发一句“在吗？”签名栏又没写“本人已死，有事烧纸”，你说人家在不在。只要活着，总是在的。 或者就发一笑脸，你指望人家回你什么，一张更灿烂的笑脸？一般情况下别人是理都懒得理你。你有事儿说事儿，没事儿自个儿玩儿去，不是每个人都有兴趣搭理你，正忙着思考人生，没空。 你和某个人刚认识几天，只聊过几句，然后切入正题，
“你有男朋友吗”
——“有”，然后就断片儿，没什么可聊的了。 ——“单身狗一只”，好，接着聊，嘘寒问暖，约着吃个饭或者去哪儿逛逛，然后找个时机摸摸你的脸啦，或者抓抓你的手啦。窃以为自己魅力有多大，才认识几天就让别人醉倒在自己的酒窝里。Come on,别自欺欺人了，你没那么优秀，只是看起来比较好撩，而别人正好空虚而已。
最后，某个人在你因为生病了很冷，把门关上不到一秒的时间立马跳过去把门打开而你没有接着在一秒不到的时间里跳过去再把门打开；某个人在你在隔着一间客厅的阳台打电话，完全不会影响到她的时候跑过去“pang”的一声把门关上而你没有开口骂她神经病；某个人在你说“我要睡了你们小声一点说话”她说“你不是还没睡着嘛”，你只弱弱的回一句“你不用这样吧”而没有在她说“我要睡了，你动静小点儿”的时候咄她一句“你睡你的关我什么事儿”。你以为是你大气，不愿跟人斤斤计较，其实不过是你懦弱，不敢惹人家。
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:49 UTC
398,"男追女隔座山，翻过山就好了。其实 还隔着手提包，信封包，双肩包，单肩包，链条包，  高跟鞋，中跟鞋，平底鞋，绑带鞋，运动鞋，  长裙，短裙，连衣裙，背带裙，鱼尾裙，  YSL，Dior，CPB，Chanel，Givenchy…… 
",,2019-04-18 02:50:01 UTC,2019-04-28 08:23:49 UTC
